Medicamento;Enlace;Sintomas
Inhalación Oral de Ipratropio;https://medlineplus.gov/spanish/druginfo/meds/a695021-es.html;"La inhalación oral de ipratropio se usa para prevenir el resoplo (respiración con silbido), la dificultad para respirar, la estrechez en el pecho, y la tos en personas con enfermedad pulmonar obstructiva crónica (COPD, por su sigla en inglés; un grupo de enfermedades que afectan los pulmones y las vías respiratorias) como la bronquitis crónica (inflamación de las vías respiratorias que llevan el aire a los pulmones) y el enfisema (daño en los sacos aéreos en los pulmones). El ipratropio pertenece una clase de medicamentos llamados broncodilatadores. Funciona al relajar y abrir las vías respiratorias que llevan el aire a los pulmones para facilitar la respiración."
Atropina oftálmica;https://medlineplus.gov/spanish/druginfo/meds/a682487-es.html;El oftálmico atropina se usa antes de los exámenes de los ojos para dilatar (abrir) las pupilas, la parte negra del ojo a través de la cual usted puede ver. También se usa para aliviar el dolor provocado por la hinchazón y la inflamación de los ojos.
Atovacuona;https://medlineplus.gov/spanish/druginfo/meds/a693003-es.html;"La atovacuona se usa para tratar la neumonía por el hongo Pneumocystis jiroveci [Pneumocystis carinii] (PCP, por sus siglas en inglés; tipo de neumonía que, con más frecuencia, afecta a las personas con el virus de la inmunodeficiencia humana [VIH]) en adolescentes y adultos. La atovacuona también se usa para prevenir la PCP en adolescentes y adultos que no pueden tomar otro medicamento utilizado para la prevención. La atovacuona pertenece a una clase de medicamentos llamados agentes antiprotozoarios. Actúa deteniendo el crecimiento de determinados tipos de protozoarios que pueden provocar neumonía."
Efavirenz;https://medlineplus.gov/spanish/druginfo/meds/a699004-es.html;La inyección de efavirenz se utiliza junto con otros medicamentos para tratar la infección por el virus de inmunodeficiencia humana (VIH). El efavirenz pertenece a una clase de medicamentos llamados inhibidores no nucleósidos de la transcriptasa inversa (non-nucleoside reverse transcriptase inhibitors, NNRTI). Actúa disminuyendo la cantidad de VIH en la sangre. Si bien el efavirenz no cura el VIH, puede reducir su posibilidad de desarrollar el síndrome de inmunodeficiencia adquirida (SIDA) y enfermedades relacionadas con el VIH como infecciones graves o cáncer. Tomar estos medicamentos junto con la práctica de sexo seguro y hacer otros cambios en el estilo de vida, puede disminuir el riesgo de contraer o transmitir el virus del VIH a otras personas.
Atovaquone y proguanil;https://medlineplus.gov/spanish/druginfo/meds/a619023-es.html;La combinación de atovaquone y proguanil se utiliza para tratar un tipo determinado de infección de malaria (una infección grave que se contagia por medio de los mosquitos en algunas partes del mundo y puede causar la muerte) y para prevenir un determinado tipo de infección de malaria en viajeros que visitan áreas donde la malaria es común. El atovaquone y proguanil pertenecen a una clase de medicamentos llamados antimaláricos. Trabaja al matar los organismos que pueden ocasionar la malaria.
Atorvastatina;https://medlineplus.gov/spanish/druginfo/meds/a600045-es.html;"La atorvastatina se utiliza junto con la dieta, pérdida de peso y ejercicio para reducir el riesgo de infarto y apoplejía y para reducir la probabilidad de que se necesite una cirugía de corazón en las personas que tienen una enfermedad del corazón o que estén en riesgo de desarrollar enfermedad del corazón. La atorvastatina también se usa para disminuir la cantidad de sustancias grasosas como colesterol de lipoproteínas de baja densidad (LDL) (''colesterol malo'') y triglicéridos en la sangre y para aumentar la cantidad de colesterol de lipoproteínas de alta densidad (HDL) (""colesterol bueno"") en la sangre. La atorvastatina también se puede utilizar para disminuir la cantidad de colesterol y otras sustancias grasosas en la sangre en niños y adolescentes 10 a 17 años de edad que tienen hipercolesterolemia homocigótica familiar (una condición hereditaria en la que el colesterol no se puede eliminar del cuerpo normalmente). La atorvastatina se encuentra en una clase de medicamentos llamados inhibidores de la HMG-CoA reductasa. Funciona al retrasar la producción de colesterol en el cuerpo para disminuir la cantidad de colesterol que se puede acumular en las paredes de las arterias y bloquear el flujo sanguíneo al corazón, cerebro y otras partes del cuerpo."
Atenolol;https://medlineplus.gov/spanish/druginfo/meds/a684031-es.html;El atenolol se usa sólo o en combinación con otros medicamentos para tratar la hipertensión. También se usa para prevenir la angina (dolor en el tórax) y para el tratamiento de los ataques cardíacos. El atenolol pertenece a una clase de medicamentos llamados betabloqueadores. Funciona al relajar los vasos sanguíneos y la disminución de la frecuencia cardíaca para mejorar el flujo sanguíneo y disminuir la presión arterial.
Atomoxetina;https://medlineplus.gov/spanish/druginfo/meds/a603013-es.html;La atomoxetina se usa como parte de un programa de tratamiento total para aumentar la capacidad de prestar atención y reducir la impulsividad e hiperactividad en los niños y adultos con TDAH. La atomoxetina pertenece a una clase de medicamentos llamados inhibidores selectivos de la recaptación de norepinefrina.  Su acción consiste en aumentar los niveles de norepinefrina, una sustancia natural en el cerebro necesaria para controlar el comportamiento.
Atogepant;https://medlineplus.gov/spanish/druginfo/meds/a621052-es.html;Atogepant está indicada para ayudar a prevenir la migraña (dolor de cabeza intenso y pulsante que algunas veces está acompañado por náuseas y sensibilidad al sonido o la luz). Atogepant pertenece a una clase de medicamentos llamados antagonistas del receptor del péptido relacionado con el gen de la calcitonina. Actúa bloqueando la acción de cierta sustancia natural del cuerpo que causa los dolores de cabeza de migraña.
Lorazepam;https://medlineplus.gov/spanish/druginfo/meds/a682053-es.html;El lorazepam se usa para aliviar el ansiedad. El lorazepam pertenece a una clase de medicamentos llamados benzodiacepinas. Funciona al ralentizar la actividad del cerebro para permitir la relajación.
Atazanavir;https://medlineplus.gov/spanish/druginfo/meds/a603019-es.html;Atazanavir se utiliza junto con otros medicamentos, tales como ritonavir (Norvir), para tratar la infección del virus de inmunodeficiencia humana (VIH) en adultos y niños que tienen al menos 3 meses de edad y pesan como mínimo 22 lb (10 kg). Atazanavir es una clase de medicamentos conocidos como inhibidores de la proteasa. Este funciona al disminuir la cantidad de VIH en la sangre. Aunque atazanavir no curará el VIH, puede reducir su probabilidad de desarrollar el síndrome de inmunodeficiencia adquirida (SIDA) y enfermedades relacionadas con el VIH como graves infecciones o cáncer. Tomar estos medicamentos junto con relaciones sexuales seguras y hacer otros cambios en el estilo de vida puede disminuir el riesgo de transmitir el virus del VIH a otras personas.
Hidroxicina;https://medlineplus.gov/spanish/druginfo/meds/a682866-es.html;La hidroxicina se usa en adultos y niños para aliviar la picazón causada por las reacciones alérgicas de la piel. También se usa sola o en combinación con otros medicamentos en adultos y niños para aliviar la ansiedad y la tensión. La hidroxicina también se usa con otros medicamentos en adultos y niños como un sedante, antes y después de la anestesia general para una cirugía. La hidroxicina pertenece a una clase de medicamentos llamados antihistamínicos. Funciona bloqueando la acción de la histamina, una sustancia en el cuerpo que causa los síntomas de la alergia. También funciona al disminuir la actividad del cerebro.
Candesartán;https://medlineplus.gov/spanish/druginfo/meds/a601033-es.html;El candesartán se usa solo o en combinación con otros medicamentos para tratar la presión arterial alta. El candesartán también se usa solo o en combinación con otros medicamentos para tratar la insuficiencia cardíaca congestiva (afección en la que el corazón no puede bombear suficiente sangre a otras partes del cuerpo). El candesartán pertenece a una clase de medicamentos llamados antagonistas del receptor de la angiotensina II. Actúa bloqueando la acción de determinadas sustancias naturales que contraen los vasos sanguíneos, lo que permite que la sangre circule mejor y que el corazón bombee con mayor eficiencia.
Inyección de morfina;https://medlineplus.gov/spanish/druginfo/meds/a601161-es.html;La inyección de morfina se usa para aliviar el dolor de moderado a fuerte. La morfina pertenece a una clase de medicamentos llamados analgésicos opiáceos (narcóticos). Funciona al cambiar la manera en que el cerebro y el sistema nervioso responden al dolor.
Spray nasal de Azelastina;https://medlineplus.gov/spanish/druginfo/meds/a697014-es.html;La azelastina, un antihistamínico, se usa para tratar la fiebre del heno y los síntomas de las alergias incluyendo la rinorrea, estornudos y la picazón nasal.
Tacrolimus;https://medlineplus.gov/spanish/druginfo/meds/a601117-es.html;Tacrolimus (Astagraf XL, Envarsus XR, Prograf) se usa junto con otros medicamentos para prevenir el rechazo (ataque de un órgano trasplantado por el sistema inmunológico de una persona que recibe el órgano) en personas que han recibido un trasplante de riñón. El tacrolimus (Prograf) también se usa junto con otros medicamentos para prevenir el rechazo en personas que han recibido un trasplante de hígado, pulmón o corazón. El tacrolimus pertenece a una clase de medicamentos llamados inmunosupresores. Funciona al reducir la actividad del sistema inmunológico para prevenir que ataque el órgano trasplantado.
Aspirina, Butalbital y Cafeína;https://medlineplus.gov/spanish/druginfo/meds/a601023-es.html;Esta combinación de medicamentos se usa para aliviar las cefaleas producidas por la tensión.
Aspirina y omeprazol;https://medlineplus.gov/spanish/druginfo/meds/a617014-es.html;La combinación de aspirina y omeprazol se usa para reducir el riesgo de accidente cerebrovascular u ataque cardiaco en los pacientes que tienen o están en riesgo de estas afecciones y también están en riesgo de desarrollar úlceras estomacales cuando toman aspirina. La aspirina pertenece a una clase de medicamentos llamados agentes antiplaquetarios. Funciona al prevenir que las plaquetas (un tipo de glóbulo sanguíneo) se amontonen y formen coágulos que pueden causar un infarto o apoplejía. El omeprazol pertenece a una clase de medicamentos llamados inhibidores de la bomba de protones. Funciona al disminuir la cantidad de ácido que se produce en el estómago.
