,Title,Body,Rating
141,"
Visuals excellent!
","

  Wonderful for my laptop use to make it dual screen set up! The screen protector isn’t the best but the product it’s self is fantastic. The case is super easy to use and prop up! Case does detach and is magnetic! Excellent visuals easy to use! I had to get adaptor for HDMI to VGA! So make sure your computer is compatible! It was quick delivery too!

",5.0
142,"
Adaptable
","

  I like that it is sooo slim and that you can adjust the brightness, also when I can select if I want the noise in the monitor or in my laptop

",5.0
143,"
Great quality
","

  This is a lightweight, clear pictured screen. I bought it to use because I often travel for work and appreciate still having a second screen to work. This does the trick! The only complaint that I have is that I have several cords wrapped around my laptop so it's not the cleanest set up. It comes with a case that also is used as a stand. This works but can be a bit tricky to get it to stay without falling.

",5.0
144,"
Awesome screen
","

  This is perfect for packing in my laptop bag for on-the-go yet it is just the right size to use at home when I need that extra screen to do work. It also worked awesome with our Nintendo Switch. It will be great for traveling!

",5.0
145,"
Screen broke in a laptop bag
","

  Screen was damaged while the screen was in my laptop bag and in its own cover. In the same bag, I had kindle, a laptop and remarkable. None of them was impacted except my KYY screen which showed green and red screen for some reason. If you are planning to move around with a screen, this one isn’t for you.

",1.0
146,"
Great for 2nd screen
","

  Exactly what I needed for a second portable display. Plugged it in and it worked. Nothing else needed. It’s light and thin. Slides in my tote with my laptop with ease.

",5.0
147,"
As advertised, faster delivery than expected (next day)
","

  excellent price, robust protective packaging direct from manufacturer.  no dead pixels and crisp clear picture and text.  Will be an excellent addition to my mobile office.  Have not attempted gaming on this monitor.

",5.0
148,"
Exceeded expectations
","

  I purchased my KYY portable monitor as a second screen for working from home.  I purchased based on price and specs and figured it would serve it's purpose as a utility screen.  I was very impressed that the monitor came with all necessary cords /cables (i.e. HDMI ) to easily connect to my laptop. - Literally plug & play.  It was very simple to set up and ease of use is always a plus in my book.  The screen is very clear.  I would definitely recommend this product.

",5.0
149,"
Plug and play
","

  Well. That was easier than I thought it would be. Literally just worked with no setup. Its a great size. so happy.

",5.0
150,"
Terrible quality control
","

  As soon as I opened the box stuff was falling out of it. I’m missing the power cable I can’t even turn it on. If you take a look at the picture I included there is torn open plastic bags that I’m assuming someone who probably returned it has already taken. I was expecting a new monitor not something someone has already opened and removed items from.

",1.0
